Nev,URL
more..,https://www.sequencer.de/syns/sequentialcircuits/Sixtrak.html
more..,https://www.sequencer.de/syns/sequentialcircuits/Multitrak.html
more..,https://www.sequencer.de/syns/sequentialcircuits/Max.html
more..,https://www.sequencer.de/syns/sequentialcircuits/Prophet6_P6.html
more..,https://www.sequencer.de/syns/siel/Opera6_DK600.html
more..,https://www.sequencer.de/syns/solton/SM100_Project100.html
more..,https://www.sequencer.de/syns/unique/DBE_DBK.html
more..,https://www.sequencer.de/syns/vebanlagenbaucottbus/Tiracon6V.html
more..,https://www.sequencer.de/syns/yamaha/CS50m.html
more..,https://www.sequencer.de/syns/yamaha/CS70m.html
more..,https://www.sequencer.de/syns/akai/AX80.html
more..,https://www.sequencer.de/syns/davesmith/Prophet08_P08.html
more..,https://www.sequencer.de/syns/elka/Synthex.html
more..,https://www.sequencer.de/syns/jomox/Sunsyn.html
more..,https://www.sequencer.de/syns/kawai/SX240.html
more..,https://www.sequencer.de/syns/kawai/SX210.html
more..,https://www.sequencer.de/syns/korg/Poly800_Poly800II_Poly800Mk2.html
more..,https://www.sequencer.de/syns/marion/ProSynth.html
more..,https://www.sequencer.de/syns/modal/008.html
more..,https://www.sequencer.de/syns/oberheim/EightVoice_8Voice.html
more..,https://www.sequencer.de/syns/oberheim/OBX.html
more..,https://www.sequencer.de/syns/oberheim/OBXa.html
more..,https://www.sequencer.de/syns/oberheim/OB8.html
more..,https://www.sequencer.de/syns/octave/VoyetraEight.html
more..,https://www.sequencer.de/syns/polyfusion/Modular.html
more..,https://www.sequencer.de/syns/roland/Jupiter8.html
more..,https://www.sequencer.de/syns/roland/MKS80.html
more..,https://www.sequencer.de/syns/roland/MKS7.html
more..,https://www.sequencer.de/syns/rsf/Polykobol_PolykobolII_Polykobol2.html
more..,https://www.sequencer.de/syns/schmidt/Schmidt.html
more..,https://www.sequencer.de/syns/sequentialcircuits/T8.html
more..,https://www.sequencer.de/syns/sequentialcircuits/SplitEight_Split8.html
more..,https://www.sequencer.de/syns/studioelectronics/Omega8.html
more..,https://www.sequencer.de/syns/studioelectronics/Code.html
more..,https://www.sequencer.de/syns/synthesizers.com/Modular.html
more..,https://www.sequencer.de/syns/teisco/SX210.html
more..,https://www.sequencer.de/syns/teisco/SX240.html
more..,https://www.sequencer.de/syns/waldorf/Pulse2.html
more..,https://www.sequencer.de/syns/yamaha/CS80.html
more..,https://www.sequencer.de/syns/yamaha/CS60.html
more..,https://www.sequencer.de/syns/emu/Modular.html
more..,https://www.sequencer.de/syns/moog/Liberation.html
more..,https://www.sequencer.de/syns/sequentialcircuits/Prophet10.html
more..,https://www.sequencer.de/syns/oberheim/Matrix12.html
more..,https://www.sequencer.de/syns/oberheim/OBMx.html
more..,https://www.sequencer.de/syns/roland/JX10.html
more..,https://www.sequencer.de/syns/roland/MKS70.html
more..,https://www.sequencer.de/syns/siel/DK80_EX8500.html
more..,https://www.sequencer.de/syns/roland/CMU800.html
more..,https://www.sequencer.de/syns/alesis/AndromedaA6.html
more..,https://www.sequencer.de/syns/arp/SolinaStringsSynthesizer.html
more..,https://www.sequencer.de/syns/marion/MSR2.html
more..,https://www.sequencer.de/syns/rhodes/Chroma.html
more..,https://www.sequencer.de/syns/mellotron/Mellotron_M400.html
more..,https://www.sequencer.de/syns/roland/Organ_Strings_RS09.html
more..,https://www.sequencer.de/syns/korg/PS3100.html
more..,https://www.sequencer.de/syns/korg/PS3200.html
more..,https://www.sequencer.de/syns/korg/PS3300.html
more..,https://www.sequencer.de/syns/korg/LambdaES50.html
more..,https://www.sequencer.de/syns/arp/Omni_Omni2.html
more..,https://www.sequencer.de/syns/crumar/Performer.html
more..,https://www.sequencer.de/syns/crumar/Composer.html
more..,https://www.sequencer.de/syns/ems/Polysynthi.html
more..,https://www.sequencer.de/syns/hohner/StringMelody2.html
more..,https://www.sequencer.de/syns/korg/Delta.html
more..,https://www.sequencer.de/syns/arp/Quadra.html
more..,https://www.sequencer.de/syns/hohner/StringPerformer.html
more..,https://www.sequencer.de/syns/cavagnolo/ExagonePolyless.html
more..,https://www.sequencer.de/syns/moog/Polymoog.html
more..,https://www.sequencer.de/syns/moog/PolymoogKeyboard.html
more..,https://www.sequencer.de/syns/crumar/Trilogy.html
more..,https://www.sequencer.de/syns/farfisa/Polychrome.html
more..,https://www.sequencer.de/syns/multivox/MX3000.html
more..,https://www.sequencer.de/syns/wurlitzer/Orbit3.html
